1477010447750000,R,3.03189
1477010447800000,L,2.0112
1477010447850000,R,4.88792
1477010447900000,L,0.000303789
1477010447950000,R,10.9971
1477010448000000,L,4.66902
1477010448050000,R,3.57307
1477010448100000,L,1.15262
1477010448150000,R,3.39583
1477010448200000,L,1.78795
1477010448250000,R,2.11205
1477010448300000,L,1.04875
1477010448350000,R,1.28406
1477010448400000,L,1.28217
1477010448450000,R,0.892475
1477010448500000,L,0.35117
1477010448550000,R,1.39465
1477010448600000,L,1.26079
1477010448650000,R,3.37539
1477010448700000,L,2.11824
1477010448750000,R,8.0513
1477010448800000,L,3.54358
1477010448850000,R,1.33152
1477010448900000,L,0.0115844
1477010448950000,R,1.79558
1477010449000000,L,0.694998
1477010449050000,R,0.275392
1477010449100000,L,0.140964
1477010449150000,R,6.62323
1477010449200000,L,1.84959
1477010449250000,R,6.03477
1477010449300000,L,3.86964
1477010449350000,R,2.44306
1477010449400000,L,0.905268
1477010449450000,R,1.93601
1477010449500000,L,1.08884
1477010449550000,R,6.69691
1477010449600000,L,0.492763
1477010449650000,R,1.73551
1477010449700000,L,0.322292
1477010449750000,R,3.07591
1477010449800000,L,2.68632
1477010449850000,R,3.24038
1477010449900000,L,0.870162
1477010449950000,R,10.0556
1477010450000000,L,0.776483
1477010450050000,R,3.24916
1477010450100000,L,1.36398
1477010450150000,R,5.71521
1477010450200000,L,1.87818
1477010450250000,R,2.10431
1477010450300000,L,0.6446
1477010450350000,R,1.26665
1477010450400000,L,0.715619
1477010450450000,R,0.378006
1477010450500000,L,1.71551
1477010450550000,R,2.46366
1477010450600000,L,0.167074
1477010450650000,R,1.75739
1477010450700000,L,1.94245
1477010450750000,R,2.56858
1477010450800000,L,0.138235
1477010450850000,R,0.971983
1477010450900000,L,1.93103
1477010450950000,R,1.09441
1477010451000000,L,0.700837
1477010451050000,R,4.15964
1477010451100000,L,0.611689
1477010451150000,R,5.53305
1477010451200000,L,3.36837
1477010451250000,R,1.02266
1477010451300000,L,1.67459
1477010451350000,R,2.40997
1477010451400000,L,1.00683
1477010451450000,R,1.47267
1477010451500000,L,2.29373
1477010451550000,R,4.40563
1477010451600000,L,2.79696
1477010451650000,R,0.0813075
1477010451700000,L,0.135293
1477010451750000,R,3.4625
1477010451800000,L,3.51766
1477010451850000,R,0.229326
1477010451900000,L,0.704112
1477010451950000,R,0.511044
1477010452000000,L,0.346176
1477010452050000,R,2.86739
1477010452100000,L,0.822492
1477010452150000,R,1.9025
1477010452200000,L,1.39966
1477010452250000,R,1.74745
1477010452300000,L,1.94924
1477010452350000,R,4.67337
1477010452400000,L,0.715814
1477010452450000,R,1.49262
1477010452500000,L,1.12465
1477010452550000,R,1.33994
1477010452600000,L,2.00094
1477010452650000,R,7.26447
1477010452700000,L,2.63689
1477010452750000,R,3.38884
1477010452800000,L,1.19002
1477010452850000,R,2.38167
1477010452900000,L,6.15972
1477010452950000,R,3.16558
1477010453000000,L,0.0628461
1477010453050000,R,2.08049
1477010453100000,L,0.514656
1477010453150000,R,4.9924
1477010453200000,L,2.24449
1477010453250000,R,1.07298
1477010453300000,L,1.81334
1477010453350000,R,1.98495
1477010453400000,L,0.811372
1477010453450000,R,1.00331
1477010453500000,L,2.44436
1477010453550000,R,2.56711
1477010453600000,L,0.44471
1477010453650000,R,1.71005
1477010453700000,L,0.890033
1477010453750000,R,3.04529
1477010453800000,L,3.73869
1477010453850000,R,1.00754
1477010453900000,L,1.36682
1477010453950000,R,1.10801
1477010454000000,L,3.46591
1477010454050000,R,3.45798
1477010454100000,L,0.344354
1477010454150000,R,3.80853
1477010454200000,L,0.53146
1477010454250000,R,2.83865
1477010454300000,L,4.33936
1477010454350000,R,2.97647
1477010454400000,L,2.51843
1477010454450000,R,1.18592
1477010454500000,L,0.970693
1477010454550000,R,1.349
1477010454600000,L,2.03431
1477010454650000,R,0.549263
1477010454700000,L,0.807893
1477010454750000,R,2.5739
1477010454800000,L,4.02523
1477010454850000,R,1.88063
1477010454900000,L,0.172232
1477010454950000,R,2.91172
1477010455000000,L,0.747654
1477010455050000,R,5.50028
1477010455100000,L,0.767256
1477010455150000,R,5.90753
1477010455200000,L,0.381848
1477010455250000,R,1.57641
1477010455300000,L,2.44733
1477010455350000,R,4.05017
1477010455400000,L,0.304635
1477010455450000,R,3.50349
1477010455500000,L,1.69842
1477010455550000,R,2.38854
1477010455600000,L,0.630655
1477010455650000,R,0.180935
1477010455700000,L,2.22809
1477010455750000,R,2.34031
1477010455800000,L,2.64461
1477010455850000,R,1.14331
1477010455900000,L,0.655824
1477010455950000,R,4.2502
1477010456000000,L,0.00532811
1477010456050000,R,0.853762
1477010456100000,L,1.26914
1477010456150000,R,0.158296
1477010456200000,L,0.646892
1477010456250000,R,4.16163
1477010456300000,L,1.52854
1477010456350000,R,0.620539
1477010456400000,L,4.91362
1477010456450000,R,1.12595
1477010456500000,L,3.91085
1477010456550000,R,5.19237
1477010456600000,L,1.50607
1477010456650000,R,5.89742
1477010456700000,L,1.59172
1477010456750000,R,3.90859
1477010456800000,L,2.79625
1477010456850000,R,5.54368
1477010456900000,L,1.35412
1477010456950000,R,2.73166
1477010457000000,L,1.15434
1477010457050000,R,4.24021
1477010457100000,L,0.421921
1477010457150000,R,3.17261
1477010457200000,L,0.555648
1477010457250000,R,1.20711
1477010457300000,L,2.3085
1477010457350000,R,0.254206
1477010457400000,L,1.42388
1477010457450000,R,4.42712
1477010457500000,L,5.00396
1477010457550000,R,0.483624
1477010457600000,L,0.494254
1477010457650000,R,0.383727
1477010457700000,L,1.20601
1477010457750000,R,2.5069
1477010457800000,L,0.268806
1477010457850000,R,3.93368
1477010457900000,L,1.75621
1477010457950000,R,0.326505
1477010458000000,L,0.137414
1477010458050000,R,6.15328
1477010458100000,L,4.78314
1477010458150000,R,0.927849
1477010458200000,L,0.522315
1477010458250000,R,7.06968
1477010458300000,L,0.674505
1477010458350000,R,1.03334
1477010458400000,L,3.65488
1477010458450000,R,1.91811
1477010458500000,L,3.60893
1477010458550000,R,1.25984
1477010458600000,L,3.09314
1477010458650000,R,1.81113
1477010458700000,L,3.06903
1477010458750000,R,1.80193
1477010458800000,L,0.762279
1477010458850000,R,2.74154
1477010458900000,L,1.85149
1477010458950000,R,1.7249
1477010459000000,L,4.28037
1477010459050000,R,2.81292
1477010459100000,L,1.94901
1477010459150000,R,3.80784
1477010459200000,L,0.861657
1477010459250000,R,2.92954
1477010459300000,L,0.624609
1477010459350000,R,0.27194
1477010459400000,L,2.13207
1477010459450000,R,4.52043
1477010459500000,L,5.31918
1477010459550000,R,2.08661
1477010459600000,L,2.12523
1477010459650000,R,2.30667
1477010459700000,L,0.538736
1477010459750000,R,5.17155
1477010459800000,L,1.52854
1477010459850000,R,7.83399
1477010459900000,L,0.499538
1477010459950000,R,1.69829
1477010460000000,L,0.207703
1477010460050000,R,0.725729
1477010460100000,L,2.24396
1477010460150000,R,1.69981
1477010460200000,L,0.269132
1477010460250000,R,3.95296
1477010460300000,L,3.03578
1477010460350000,R,1.15872
1477010460400000,L,1.39148
1477010460450000,R,4.98323
1477010460500000,L,14.5663
1477010460550000,R,1.56438
1477010460600000,L,0.708524
1477010460650000,R,2.45578
1477010460700000,L,1.29439
1477010460750000,R,1.92149
1477010460800000,L,1.76864
1477010460850000,R,6.59386
1477010460900000,L,0.189205
1477010460950000,R,1.96104
1477010461000000,L,1.22321
1477010461050000,R,0.926933
1477010461100000,L,5.99966
1477010461150000,R,3.69647
1477010461200000,L,2.26342
1477010461250000,R,1.6275
1477010461300000,L,0.663312
1477010461350000,R,0.894567
1477010461400000,L,2.03697
1477010461450000,R,2.00351
1477010461500000,L,3.32886
1477010461550000,R,3.51596
1477010461600000,L,5.306
1477010461650000,R,0.318874
1477010461700000,L,2.69605
1477010461750000,R,1.86464
1477010461800000,L,0.322417
1477010461850000,R,1.3056
1477010461900000,L,0.628878
1477010461950000,R,6.4254
1477010462000000,L,0.551212
1477010462050000,R,0.253599
1477010462100000,L,0.539006
1477010462150000,R,11.0127
1477010462200000,L,2.0239
1477010462250000,R,3.58034
1477010462300000,L,4.42611
1477010462350000,R,0.585528
1477010462400000,L,1.44966
1477010462450000,R,1.37703
1477010462500000,L,5.75979
1477010462550000,R,0.959433
1477010462600000,L,1.20199
1477010462650000,R,1.99331
1477010462700000,L,1.13914
1477010462750000,R,1.6934
1477010462800000,L,0.040514
1477010462850000,R,5.13844
1477010462900000,L,0.539134
1477010462950000,R,2.26114
1477010463000000,L,2.63726
1477010463050000,R,2.75685
1477010463100000,L,1.67284
1477010463150000,R,1.78657
1477010463200000,L,3.01115
1477010463250000,R,7.23235
1477010463300000,L,0.0694869
1477010463350000,R,8.4459
1477010463400000,L,0.369069
1477010463450000,R,0.205588
1477010463500000,L,0.821934
1477010463550000,R,0.88654
1477010463600000,L,0.114431
1477010463650000,R,2.78326
1477010463700000,L,1.52339
1477010463750000,R,2.15265
1477010463800000,L,0.228503
1477010463850000,R,1.12544
1477010463900000,L,3.8368
1477010463950000,R,0.603176
1477010464000000,L,1.99727
1477010464050000,R,8.93173
1477010464100000,L,0.445401
1477010464150000,R,2.29959
1477010464200000,L,0.908907
1477010464250000,R,0.948714
1477010464300000,L,1.22809
1477010464350000,R,3.24359
1477010464400000,L,0.0594847
1477010464450000,R,4.67736
1477010464500000,L,0.0978972
1477010464550000,R,1.87537
1477010464600000,L,4.28108
1477010464650000,R,5.56769
1477010464700000,L,1.01481
1477010464750000,R,1.48162
1477010464800000,L,0.306043
1477010464850000,R,2.51038
1477010464900000,L,2.1329
1477010464950000,R,5.84705
1477010465000000,L,0.0895111
1477010465050000,R,1.69688
1477010465100000,L,4.39769
1477010465150000,R,6.54247
1477010465200000,L,3.19294
1477010465250000,R,4.30067
1477010465300000,L,1.36755
1477010465350000,R,2.03374
1477010465400000,L,0.604482
1477010465450000,R,1.61638
1477010465500000,L,0.54448
1477010465550000,R,4.41485
1477010465600000,L,5.93607
1477010465650000,R,1.67304
1477010465700000,L,0.770507
1477010465750000,R,5.69461
1477010465800000,L,3.43125
1477010465850000,R,2.90376
1477010465900000,L,1.20706
1477010465950000,R,0.459678
1477010466000000,L,1.47547
1477010466050000,R,0.0563772
1477010466100000,L,1.33837
1477010466150000,R,0.530425
1477010466200000,L,0.674811
1477010466250000,R,0.294456
1477010466300000,L,1.73747
1477010466350000,R,7.82813
1477010466400000,L,0.252581
1477010466450000,R,6.5035
1477010466500000,L,2.1361
1477010466550000,R,0.569615
1477010466600000,L,7.93501
1477010466650000,R,2.27994
1477010466700000,L,0.513364
1477010466750000,R,0.20071
1477010466800000,L,4.09111
1477010466850000,R,1.48731
1477010466900000,L,1.84956
1477010466950000,R,0.713906
1477010467000000,L,2.14885
1477010467050000,R,2.64653
1477010467100000,L,0.835187
1477010467150000,R,9.5303
1477010467200000,L,2.71354
1477010467250000,R,0.174931
1477010467300000,L,1.01808
1477010467350000,R,6.66794
1477010467400000,L,2.09077
1477010467450000,R,3.99554
1477010467500000,L,0.715184
1477010467550000,R,2.65496
1477010467600000,L,1.04928
1477010467650000,R,6.39648
1477010467700000,L,5.33922
1477010467750000,R,1.54238
1477010467800000,L,5.25656
1477010467850000,R,2.17694
1477010467900000,L,0.561687
